Observation,Plot_number,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,psme,x,y
133,2368,6.875,16.51666641,-2.700000048,771,149,14,76.22359467,416,60,60,12.19999981,35.98820114,786.1312256,26.20000076,-7.699999809,33.90000153,-2.166666508,16.51666641,1,-120.5958333,47.67083333
134,3292,0.029166648,9,-7.666666985,1215,176,45,45.79259109,510,156,156,10.40833282,34.46467972,693.4743042,17.5,-12.69999981,30.20000076,-7.283333302,9,0,-120.4541667,48.2375
135,3784,1.637500048,10.96666718,-6.983333588,997,143,41,44.99210739,420,136,136,11.20833302,34.80848694,743.4108276,20.10000038,-12.10000038,32.20000076,-6.516666889,10.96666718,0,-120.5208333,48.5375
136,3877,7.395833015,18.11666679,-3.383333445,447,76,14,57.26868439,211,51,56,12.72499943,34.57880402,873.7808838,28,-8.800000191,36.79999924,-2.766666651,17.61666679,0,-120.1791667,47.82083333
137,586,7.887499809,14.96666718,1.75,2514,397,37,61.46050644,1146,184,199,10.54166698,40.85917282,543.6414185,23.60000038,-2.200000048,25.80000114,2.299999952,14.51666641,1,-122.1958333,45.72916667
138,3530,1.616666555,10.63333321,-6.466666698,1275,193,40,51.03738785,558,145,145,10.35000038,33.8235321,710.5162354,19.29999924,-11.30000019,30.59999847,-6.033333302,10.63333321,0,-120.6125,48.12083333
139,2119,8.995833397,15.85000038,2.416666746,1835,273,48,53.66488647,799,175,194,9.808333397,38.768116,553.4456177,23.60000038,-1.700000048,25.30000114,2.883333206,15.78333378,1,-121.7875,48.2625
140,2952,4.279166698,12.03333282,-2.533333302,2485,389,52,58.50971603,1131,221,234,7.991666794,31.96666527,601.651001,19.10000038,-5.900000095,25,-2,11.64999962,0,-121.5125,47.7125
141,1167,3.845833302,12.13333321,-3.450000048,1699,296,30,66.03510284,823,131,137,8.741666794,32.49690247,638.0383911,19.70000076,-7.199999809,26.90000153,-2.716666698,11.69999981,1,-121.3125,46.87916667
142,628,8.966666222,15.58333302,3.083333254,2106,313,56,48.64639282,867,218,218,9.300000191,39.91416168,517.8071289,23,-0.300000012,23.29999924,3.416666508,15.58333302,1,-121.7875,47.42916667
143,1315,6.133333206,14.80000019,-2.316666603,1287,233,19,71.26852417,652,87,99,9.316666603,32.46225357,705.6503906,22.79999924,-5.900000095,28.69999886,-1.716666698,14.76666641,0,-121.1541667,47.17916667
144,4243,4.316666603,12.89999962,-3.516666651,1189,218,21,69.77601624,599,93,93,9.75,33.85416794,675.6657715,21.29999924,-7.5,28.79999924,-2.766666651,12.89999962,1,-121.0291667,46.74583333
145,3257,4.650000095,12.66666698,-2.566666603,2348,376,45,61.12829971,1092,194,214,8.699999809,32.95454407,627.741272,20.20000076,-6.199999809,26.40000153,-2.049999952,12.3166666,0,-121.3875,47.7875
146,4212,4.745833397,13.21666622,-3,1126,202,17,70.45875549,568,79,81,10.59166622,36.02607727,665.6625366,22.29999924,-7.099999905,29.39999962,-2.200000048,13.01666641,1,-121.1458333,46.37916667
147,3020,6.616666794,17.63333321,-4.733333111,392,57,18,38.31847,153,57,70,13.1833334,34.6019249,908.4585571,27.60000038,-10.5,38.09999847,-3.983333349,17.11666679,0,-119.8791667,48.17916667
148,4592,6.837500095,15.85000038,-1.850000024,521,96,9,72.29696655,273,39,40,12.64166641,38.30807877,723.2160645,26.5,-6.5,33,-0.949999988,15.78333282,0,-120.7458333,46.1375
149,2968,5.604166508,12.64999962,-0.416666657,2400,359,58,55.77669144,1063,222,237,8.308333397,35.35461044,542.5296631,19.70000076,-3.799999952,23.5,-0.050000031,12.33333302,0,-121.7875,48.0625
150,1002,6.974999905,13.83333302,1.100000024,2579,413,41,62.70536041,1198,190,205,10.38333321,41.53333282,525.3721313,22.29999924,-2.700000048,25,1.583333254,13.48333359,1,-122.2791667,46.17083333
151,3813,5.066666603,13.0666666,-2.299999952,1859,289,43,60.14606857,863,163,182,9.916666985,35.92995071,632.402832,21.5,-6.099999905,27.60000038,-1.799999952,12.78333378,0,-121.3375,48.40416667
152,626,8.795833588,15.26666641,3.216666698,1916,279,54,48.30652237,793,206,208,9.675000191,41.17021179,500.7106628,22.89999962,-0.600000024,23.5,3.516666651,15.08333302,1,-121.8541667,47.17916667
153,4402,5.979166508,13.78333282,-1.066666722,1554,272,21,70.55673981,777,102,110,10.64166641,37.87070084,609.8116455,22.79999924,-5.300000191,28.09999847,-0.450000077,13.55000019,1,-121.5458333,46.09583333
154,2115,4.783333302,13.03333378,-2.916666746,2099,348,38,64.65930939,1010,164,184,9.633333206,34.28232574,657.3166504,21.20000076,-6.900000095,28.10000038,-2.366666555,12.8166666,1,-121.2041667,47.8375
155,2946,6.537499905,14.4333334,-0.850000024,2123,340,39,62.1077652,994,166,187,9.158333778,34.82255936,630.8476563,22.20000076,-4.099999905,26.30000114,-0.383333296,14.25,0,-121.3958333,47.6625
156,379,9.324999809,15.76666641,3.616666794,2368,378,37,62.21393967,1092,178,189,10.76666641,43.58974457,498.9101868,24.29999924,-0.400000006,24.69999886,4.199999809,15.41666603,1,-122.4958333,45.9625
157,2262,3.975000143,12.73333359,-4.316666603,1839,310,34,66.12937927,899,145,159,10.03333378,33.78226852,701.9307861,21.20000076,-8.5,29.70000076,-3.783333302,12.5666666,1,-121.0208333,47.82916667
158,1126,5.120833397,12.48333359,-1.066666603,2087,342,38,62.28627777,977,163,177,8.974999428,36.18951416,559.7501831,20.10000038,-4.699999809,24.79999924,-0.533333361,12.03333282,1,-121.6791667,46.6875
159,2462,4.395833492,13.4333334,-4.283333302,812,145,18,64.279953,399,78,78,10.47500038,33.79032135,730.3656006,22.20000076,-8.800000191,31,-3.633333445,13.4333334,1,-120.4625,47.32916667
160,2263,4.541666508,13.5666666,-4.183333397,963,170,22,65.82680511,478,92,92,11.10000038,34.90565872,733.2921753,22.70000076,-9.100000381,31.80000114,-3.650000095,13.5666666,1,-120.5208333,47.72083333
161,1035,6.233333588,13.60000038,-0.116666637,1940,307,38,60.4317131,897,156,169,9.833333015,38.56209183,564.9550781,21.89999962,-3.599999905,25.5,0.333333403,13.21666622,1,-121.7125,46.7125
162,2590,5.337500095,15.05000019,-4.199999809,836,147,19,65.31304169,414,78,79,12.09166622,35.45943451,790.8773193,24.79999924,-9.300000191,34.09999847,-3.600000143,14.83333302,1,-120.4791667,47.82083333
163,2121,7.358333111,14.63333321,0.566666603,2051,322,43,61.19632721,950,162,193,9.816666603,38.04909515,582.880127,22.70000076,-3.099999905,25.80000114,0.99999994,14.55000019,1,-121.4875,48.22916667
164,4555,7.116666794,15.6833334,-1.416666746,661,121,9,74.1105423,346,43,43,12.75,39.35185242,698.4050903,26.39999962,-6,32.40000153,-0.550000012,15.6833334,0,-121.0291667,46.04583333
165,27,9.191666603,15.35000038,3.816666603,1691,260,31,60.09815979,775,142,146,10.3166666,44.08831787,476.4920654,23.39999962,0,23.39999962,4.166666508,15.11666679,1,-122.6541667,46.80416667
166,3094,5.616666794,14,-2.233333349,1690,264,46,55.36743546,756,165,179,9.966667175,34.60648346,666.1160889,22.60000038,-6.199999809,28.79999924,-1.700000048,13.73333359,0,-121.3208333,48.70416667
167,231,7.224999905,13.89999962,1.600000024,2309,367,41,61.61675262,1073,181,195,10.14999962,41.42857361,510.2205505,22.39999962,-2.099999905,24.5,1.983333349,13.61666679,1,-122.0708333,46.4125
168,2081,2.637500048,12.01666641,-6.316666603,647,79,36,27.05862999,224,119,142,11.90833378,35.86847305,759.8777466,21.39999962,-11.80000019,33.20000076,-5.866666794,11.91666698,1,-119.8708333,48.6375
169,3933,1.354166627,9.5,-5.683333397,1804,272,53,53.51075363,800,199,199,9.324999809,33.90909195,627.3554077,17.39999962,-10.10000038,27.5,-5.266666412,9.5,0,-121.1208333,48.15416667
170,174,5.679166794,13.10000038,-0.799999952,1982,328,31,64.7258606,945,144,156,10.125,38.49809647,572.3057861,21.70000076,-4.599999905,26.30000114,-0.25,12.76666641,1,-121.7541667,46.2875
171,2417,4.566666603,14.38333321,-5.333333492,466,57,26,26.23910522,156,87,107,12.38333321,35.48233032,809.0800781,23.89999962,-11,34.90000153,-4.800000191,10.80000019,1,-119.7708333,48.6375
172,736,9.604166985,15.83333397,3.933333397,1990,314,33,61.09441376,915,159,166,10.82499981,44.54732513,489.7283936,24.29999924,0,24.29999924,4.266666889,15.60000038,1,-122.7125,46.10416667
173,1273,5.091666698,13.36666679,-2.733333349,2074,344,37,61.6300621,967,169,186,7.599999905,29.23077011,661.4784546,20.29999924,-5.699999809,26,-2.066666603,13.14999962,0,-121.3458333,47.27083333
174,4448,9.241666794,17.53333282,1.083333373,956,175,10,77.80136108,504,52,52,11.96666622,38.72707367,672.109436,27.70000076,-3.200000048,30.90000153,1.816666603,17.53333282,1,-121.4875,45.87083333
175,835,10.04166698,16.46666718,4.183333397,1695,259,31,59.09289169,772,146,151,11.30000019,45.01992035,506.6056213,25.20000076,0.100000001,25.10000038,4.566666603,16.31666756,1,-122.4291667,46.52083333
176,2183,4.620833397,14.59999943,-5.400000095,521,73,27,36.05394745,201,85,100,12.72499943,35.94632721,818.8114014,24.29999924,-11.10000038,35.40000153,-4.833333492,14.3166666,1,-119.9625,48.42916667
177,2235,5.270833492,14.23333359,-3.5,1547,274,25,69.98178864,780,109,126,10.99166679,35.34297943,732.3016357,23.39999962,-7.699999809,31.09999847,-2.933333397,14.21666622,1,-120.9541667,47.77916667
178,4246,5.991666794,14.59999943,-2.299999952,874,160,13,73.33087158,453,60,60,11.61666679,37.23290634,693.7376709,24.5,-6.699999809,31.20000076,-1.433333278,14.53333282,1,-121.0875,46.22916667
179,519,6.6875,14.05000019,0.150000021,1907,313,30,64.6838913,909,139,150,10.875,40.73033524,571.4221802,23.10000038,-3.599999905,26.70000076,0.716666698,13.75,1,-121.7958333,46.3125
180,4223,6.362500191,14.88333321,-1.700000048,840,160,12,76.50552368,448,56,58,10.90833282,36.48271942,678.5985718,24,-5.900000095,29.89999962,-0.916666627,14.73333359,1,-121.1791667,46.64583333
181,4068,6.737500191,15.9333334,-2.266666651,595,116,10,76.01432037,320,44,46,11.50833321,36.07627869,743.9273071,25.39999962,-6.5,31.89999962,-1.5,15.8166666,1,-120.9375,46.79583333
182,3047,5.416666508,12.64999962,-0.883333325,2559,397,54,57.71564484,1155,228,248,7.916666508,33.40365601,561.5535889,19.5,-4.199999809,23.70000076,-0.466666639,12.34999943,0,-121.6458333,47.62083333
183,404,5.245833397,12.9333334,-1.600000024,1860,312,27,66.08926392,894,131,141,10.125,37.22426605,598.2871704,21.5,-5.699999809,27.20000076,-1.016666651,12.66666698,1,-121.6458333,46.1625
184,2049,8.070833206,18.03333282,-2.033333302,705,142,11,81.0137558,395,48,48,13.29166698,37.54708099,816.5683594,28.29999924,-7.099999905,35.39999771,-1.399999976,18.03333282,1,-120.6708333,47.62916667
185,317,6.804166794,13.60000038,1.066666722,2204,360,38,63.41116333,1042,168,183,10.09166622,40.69220352,521.5991821,22,-2.799999952,24.79999924,1.433333278,13.36666679,1,-121.9375,46.39583333
186,4327,7.912499905,16.19999886,-0.399999976,1104,203,11,78.72794342,585,60,69,12.72499943,39.765625,677.1166382,26.89999962,-5.099999905,32,0.516666651,16.18333244,1,-121.4958333,46.02083333
187,2806,5.929166794,15.25,-3.416666746,1022,195,16,75.90982819,545,70,70,11.99166679,36.67176437,766.9226074,25,-7.699999809,32.70000076,-2.666666746,15.25,1,-120.8208333,47.60416667
188,553,7.795833588,14.63333321,1.833333373,2542,407,40,62.59332275,1181,191,204,10.60833359,41.93017197,529.0834961,23.29999924,-2,25.29999924,2.25,14.36666679,1,-122.2958333,46.12083333
189,1563,7.625,14.86666679,0.899999976,2040,316,46,59.37276459,927,169,199,9.600000381,37.5,579.3236694,22.70000076,-2.900000095,25.60000038,1.316666603,14.80000019,1,-121.5875,48.35416667
190,3305,8.949999809,19.78333282,-2.166666746,429,85,9,73.21814728,229,38,40,13.1833334,35.53459167,889.6602783,30,-7.099999905,37.09999847,-1.433333397,19.18333435,0,-120.3625,47.7625
191,1882,5.216666698,15.21666622,-4.816666603,603,96,22,50.47264481,268,77,86,12.44999981,35.26912308,819.6931763,24.89999962,-10.39999962,35.29999924,-4.216666698,14.94999981,1,-120.1958333,48.1875
192,1956,5.404166698,14.80000019,-3.816666842,922,170,17,70.06310272,472,77,77,10.99166679,34.24195099,765.2167358,24,-8.100000381,32.09999847,-3.050000191,14.80000019,1,-120.7041667,47.42916667
193,84,9.491666794,16.63333321,2.783333302,2235,372,29,67.34754181,1073,147,163,10.90000057,40.9774437,568.2662354,25.60000038,-1,26.60000038,3.366666794,16.51666641,1,-122.0291667,46.0625
194,864,4.766666889,12.3166666,-1.649999976,2049,340,32,64.48686218,972,150,160,9.566666603,36.65389633,578.1055908,20.39999962,-5.699999809,26.09999847,-1.166666627,11.96666622,1,-121.6791667,46.2375
195,4211,5.558333397,14.38333321,-2.683333397,901,170,14,73.53830719,469,65,65,10.90000057,35.62091446,699.437561,23.70000076,-6.900000095,30.60000038,-1.816666722,14.38333321,1,-121.0291667,46.52916667
196,1875,5.929166794,16.68333244,-5.066666603,463,69,22,41.13895798,189,70,83,13.1916666,34.99115753,884.7019653,26.70000076,-11,37.70000076,-4.433333397,16.23333359,1,-119.9791667,48.32916667
197,1508,9.604166985,16.64999962,2.616666555,1731,259,44,54.62269211,764,162,181,10.57499981,39.90566254,574.7468262,24.79999924,-1.700000048,26.5,3.266666651,16.58333206,1,-121.7041667,48.27083333
198,2122,8.037500381,16.14999962,0.26666674,1679,279,38,65.17414093,811,130,130,9.675000191,34.92779922,657.1153564,24.60000038,-3.099999905,27.70000076,0.783333302,16.14999962,1,-121.1791667,48.70416667
199,341,9.791666985,16.64999962,3.433333397,2606,428,36,65.80630493,1233,178,193,10.3166666,40.77733994,543.5858765,25.29999924,0,25.29999924,3.933333397,16.51666641,1,-122.2125,46.05416667
200,3694,8.550000191,15.76666641,1.883333325,1868,277,46,52.78038406,807,179,185,9.800000191,39.04382324,572.9429321,23.60000038,-1.5,25.10000038,2.349999905,15.5666666,0,-121.5875,47.52083333
201,2596,7.916666508,18.79999924,-3.116666555,412,72,12,60.27140045,200,46,49,12.88333321,34.72596741,890.5930786,28.79999924,-8.300000191,37.09999847,-2.450000048,18.26666641,1,-120.2208333,47.7875
202,210,10.01249981,16.81666565,3.799999952,1581,248,30,59.09247589,726,139,147,11.8083334,44.39223099,540.2698364,26,-0.600000024,26.60000038,4.066666603,16.78333282,1,-121.9625,46.50416667
203,605,8.941666603,16.48333359,1.649999976,2001,329,26,66.00448608,950,136,147,11,39.14590836,606.520752,25.70000076,-2.400000095,28.10000038,2.299999952,16.35000038,1,-121.9458333,45.80416667
204,3382,6.929166794,14.13333321,0.383333355,2280,344,49,57.57214737,1022,194,217,9.091667175,36.80836487,567.3922119,21.70000076,-3,24.70000076,0.850000024,13.88333321,0,-121.6041667,47.92083333
205,1549,4.824999809,14.66666698,-5.133333206,440,51,23,25.34689522,142,80,107,12.39999962,35.53008652,811.4143066,24.10000038,-10.80000019,34.90000153,-4.566666603,11.01666641,1,-119.7208333,48.70416667
206,2387,6.816666603,17.38333321,-4.266666412,450,79,17,54.88174438,209,56,64,13.61666679,36.11848068,881.765625,27.70000076,-10,37.70000076,-3.533333302,16.98333359,1,-120.1958333,48.25416667
207,2157,6.866666794,16.33333397,-2.533333302,896,177,15,78.78960419,491,64,64,12.30000019,36.71641541,773.1350708,26.10000038,-7.400000095,33.5,-2.016666651,16.33333397,1,-120.6958333,47.72916667
208,1510,6.333333492,13.38333321,0.06666664,2293,343,54,55.43183517,1009,207,235,8.683333397,36.3319397,550.7941895,20.60000038,-3.299999952,23.89999962,0.50000006,13.13333321,1,-121.7625,48.12083333
209,3400,1.037500024,9.949999809,-6.783333302,1178,158,54,38.14241028,463,174,174,10.42500019,34.51986694,694.4622803,18.39999962,-11.80000019,30.20000076,-6.416666508,9.949999809,0,-120.8708333,48.94583333
210,822,9.995833397,16.39999962,4.033333302,1855,295,30,61.18645859,852,147,153,10.89166641,43.74163437,507.5003967,24.89999962,0,24.89999962,4.416666508,16.18333435,1,-122.6791667,45.99583333
211,1445,4.633333206,11.91666698,-1.283333302,2359,385,38,62.85860443,1103,178,190,9.166666985,37.11201096,547.4168091,19.60000038,-5.099999905,24.70000076,-0.799999952,11.41666698,0,-121.8625,46.27083333
212,2294,4.1875,14,-5.550000191,599,84,31,37.19311905,236,99,112,12.4416666,35.6494751,802.6097412,23.60000038,-11.30000019,34.90000153,-5.066666603,13.76666641,1,-120.2125,48.67916667
213,1800,7.354166508,15.28333282,-0.233333394,1836,303,33,64.524086,883,139,159,10.42500019,37.63537979,641.5338745,23.79999924,-3.900000095,27.69999886,0.24999994,15.23333359,1,-121.2791667,47.80416667
214,1199,10.63333321,17.29999924,4.099999905,2060,332,31,62.49624252,952,156,164,11,42.47104263,540.1907959,26,0.100000001,25.89999962,4.733333111,17.21666718,0,-122.3875,45.97083333
215,2559,5.137499809,13.19999981,-2.333333254,2164,360,40,64.70896912,1042,172,191,9.358333588,34.27960968,643.4252319,21.10000038,-6.199999809,27.29999924,-1.866666675,13.0666666,1,-121.2458333,47.7875
216,3807,5.383333206,12.86666679,-1.199999928,2141,324,54,55.56742859,950,202,222,8.733333588,34.93333435,582.374939,20.29999924,-4.699999809,25,-0.766666651,12.5666666,0,-121.7041667,48.3625
217,3478,6.762499809,13.88333321,0.283333331,2038,310,50,55.66145325,898,186,207,8.908332825,36.50955963,561.7752686,21.20000076,-3.200000048,24.40000153,0.76666671,13.6833334,0,-121.8208333,48.3625
218,1423,5.020833492,12.46666718,-1.466666579,2109,348,31,64.43067169,997,151,163,9.758333206,37.24554443,572.7146606,20.70000076,-5.5,26.20000076,-0.916666627,12.0666666,0,-121.7625,46.0875
219,2088,2.816666603,12.4333334,-6.150000095,903,125,42,41.76600266,370,132,148,11.44999981,34.48795319,768.8312988,21.39999962,-11.80000019,33.20000076,-5.783333302,12.28333378,1,-120.4041667,48.62916667
220,3237,5.495833397,13.01666641,-1.150000095,2531,388,52,57.30210114,1134,220,240,7.891666412,32.61019135,583.5021973,19.89999962,-4.300000191,24.20000076,-0.550000012,12.63333321,0,-121.6208333,47.5875
221,2916,7.520833492,17.13333321,-2.233333349,586,110,10,72.63414764,309,47,47,12.52499962,36.94690323,788.7863159,26.89999962,-7,33.90000153,-1.516666651,17.13333321,0,-120.7875,47.22916667
222,982,4.016666889,12.25,-3.366666794,1667,292,30,66.08905792,809,131,137,8.566666603,32.08489227,643.3341064,19.70000076,-7,26.70000076,-2.783333302,11.96666718,1,-121.2375,46.99583333
223,3144,5.987500191,13.38333321,-0.666666687,1996,308,51,55.84973526,887,187,206,9.308333397,36.36067581,583.6722412,21,-4.599999905,25.60000038,-0.366666645,13.21666718,0,-121.6208333,48.52083333
224,622,4.337500095,12.63333321,-3.316666603,1662,294,28,67.08300018,813,126,136,8.441666603,31.38166046,655.5709839,20.10000038,-6.800000191,26.90000153,-2.716666698,12.40000057,1,-121.2791667,47.04583333
225,2230,7.045833111,16.14999962,-1.916666746,1240,235,19,75.49111176,657,80,80,12.14166641,37.82450867,743.2956543,25.89999962,-6.199999809,32.09999847,-1.383333325,16.14999962,1,-120.9125,47.92916667
226,774,5.370833397,12.94999981,-1.25,1846,307,30,64.76138306,882,136,146,10.04166698,37.89308167,582.71875,21.5,-5,26.5,-0.616666675,12.55000019,1,-121.6458333,46.3875
227,3932,4.233333111,12.51666641,-3.383333445,2122,348,41,63.31755447,1011,176,194,9.466667175,33.68920517,654.5308228,20.60000038,-7.5,28.10000038,-2.849999905,12.21666718,0,-121.2041667,47.85416667
228,4142,5.4375,13.89999962,-2.650000095,1267,237,19,73.22421265,651,86,93,9.175000191,32.65124512,679.8600464,21.79999924,-6.300000191,28.09999847,-2.016666651,13.80000019,1,-121.2041667,47.02083333
229,1215,8.604166985,14.8166666,3.25,2266,353,40,60.70647049,1041,183,195,10.74166679,44.75694275,480.6362305,23.20000076,-0.800000012,24,3.533333302,14.63333321,0,-122.5291667,46.42083333
230,2471,5.974999905,15.36666679,-3.383333445,740,138,14,69.76735687,380,64,65,11.4333334,34.96432114,768.9884033,24.70000076,-8,32.70000076,-2.683333397,15.25,1,-120.6375,47.3625
